customer_id,campaign_id,date_acquired,plan,revenue,months_active,churned
80,1,2025-01-03,monthly,120.0,8,False
81,1,2025-01-03,monthly,165.0,11,True
82,1,2025-01-03,monthly,75.0,5,False
83,1,2025-01-03,monthly,150.0,10,True
84,1,2025-01-03,monthly,150.0,10,False
85,1,2025-01-03,annual,100.0,12,False
86,1,2025-01-03,monthly,120.0,8,False
87,1,2025-01-04,monthly,30.0,2,False
88,1,2025-01-04,monthly,45.0,3,False
89,1,2025-01-04,annual,100.0,12,False
90,1,2025-01-04,annual,100.0,12,True
91,1,2025-01-04,monthly,120.0,8,True
92,1,2025-01-04,annual,100.0,12,False
93,1,2025-01-04,monthly,45.0,3,False
94,1,2025-01-04,annual,100.0,12,True
95,1,2025-01-04,annual,100.0,12,True
96,1,2025-01-04,monthly,30.0,2,False
97,1,2025-01-04,annual,100.0,12,False
98,1,2025-01-05,annual,100.0,12,False
99,1,2025-01-05,annual,100.0,12,False
100,1,2025-01-05,monthly,30.0,2,False
101,1,2025-01-05,annual,100.0,12,True
102,1,2025-01-05,monthly,30.0,2,False
103,1,2025-01-05,annual,100.0,12,False
104,1,2025-01-05,annual,100.0,12,True
105,1,2025-01-05,monthly,165.0,11,False
106,1,2025-01-05,monthly,120.0,8,False
107,1,2025-01-05,monthly,45.0,3,False
108,1,2025-01-05,monthly,135.0,9,False
109,1,2025-01-05,annual,100.0,12,True
110,1,2025-01-05,monthly,90.0,6,False
111,1,2025-01-05,monthly,135.0,9,True
112,1,2025-01-05,annual,100.0,12,False
113,1,2025-01-05,annual,100.0,12,False
114,1,2025-01-05,annual,100.0,12,True
115,1,2025-01-05,monthly,135.0,9,False
116,1,2025-01-05,monthly,45.0,3,True
117,1,2025-01-05,annual,100.0,12,True
118,1,2025-01-05,monthly,135.0,9,True
119,1,2025-01-05,monthly,60.0,4,False
120,1,2025-01-05,annual,100.0,12,False
121,1,2025-01-05,monthly,45.0,3,False
122,1,2025-01-05,monthly,105.0,7,True
123,1,2025-01-05,annual,100.0,12,False
124,1,2025-01-06,monthly,60.0,4,True
125,1,2025-01-06,annual,100.0,12,True
126,1,2025-01-06,annual,100.0,12,False
127,1,2025-01-06,monthly,60.0,4,True
128,1,2025-01-06,monthly,135.0,9,False
129,1,2025-01-06,monthly,165.0,11,False
130,1,2025-01-06,monthly,105.0,7,True
131,1,2025-01-06,monthly,120.0,8,False
132,1,2025-01-06,annual,100.0,12,True
133,1,2025-01-06,annual,100.0,12,False
134,1,2025-01-06,monthly,30.0,2,False
135,1,2025-01-06,annual,100.0,12,False
136,1,2025-01-06,monthly,135.0,9,False
137,1,2025-01-06,annual,100.0,12,False
138,1,2025-01-06,monthly,90.0,6,False
139,1,2025-01-06,monthly,120.0,8,False
140,1,2025-01-06,monthly,30.0,2,False
141,1,2025-01-06,annual,100.0,12,False
142,1,2025-01-07,annual,100.0,12,False
143,1,2025-01-07,annual,100.0,12,False
144,1,2025-01-07,annual,100.0,12,False
145,1,2025-01-07,monthly,120.0,8,False
146,1,2025-01-07,monthly,15.0,1,False
147,1,2025-01-07,annual,100.0,12,False
148,1,2025-01-07,annual,100.0,12,False
149,1,2025-01-07,annual,100.0,12,False
150,1,2025-01-07,monthly,105.0,7,False
151,1,2025-01-07,monthly,60.0,4,False
152,1,2025-01-07,monthly,30.0,2,False
153,1,2025-01-07,annual,100.0,12,False
154,1,2025-01-07,annual,100.0,12,False
155,1,2025-01-07,monthly,60.0,4,False
156,1,2025-01-07,annual,100.0,12,False
157,1,2025-01-07,annual,100.0,12,True
158,1,2025-01-07,monthly,120.0,8,False
159,1,2025-01-07,monthly,30.0,2,True
160,1,2025-01-07,annual,100.0,12,True
161,1,2025-01-07,monthly,15.0,1,False
162,1,2025-01-07,monthly,30.0,2,True
163,1,2025-01-07,monthly,120.0,8,True
164,1,2025-01-07,annual,100.0,12,False
165,1,2025-01-07,monthly,105.0,7,False
166,1,2025-01-07,monthly,135.0,9,False
167,1,2025-01-08,monthly,120.0,8,False
168,1,2025-01-08,monthly,90.0,6,False
169,1,2025-01-08,monthly,30.0,2,False
170,1,2025-01-08,monthly,135.0,9,False
171,1,2025-01-08,monthly,15.0,1,False
172,1,2025-01-08,monthly,75.0,5,True
173,1,2025-01-08,monthly,90.0,6,True
174,1,2025-01-08,monthly,120.0,8,False
175,1,2025-01-08,annual,100.0,12,False
176,1,2025-01-08,annual,100.0,12,True
177,1,2025-01-08,monthly,150.0,10,False
178,1,2025-01-08,monthly,105.0,7,False
179,1,2025-01-08,monthly,120.0,8,False
180,1,2025-01-08,monthly,75.0,5,False
181,1,2025-01-08,annual,100.0,12,False
182,1,2025-01-08,monthly,75.0,5,False
183,1,2025-01-08,annual,100.0,12,False
184,1,2025-01-08,monthly,165.0,11,False
185,1,2025-01-08,annual,100.0,12,True
186,1,2025-01-08,monthly,105.0,7,False
187,1,2025-01-08,monthly,165.0,11,False
188,1,2025-01-08,annual,100.0,12,False
189,1,2025-01-08,annual,100.0,12,False
190,1,2025-01-09,annual,100.0,12,False
191,1,2025-01-09,monthly,165.0,11,True
192,1,2025-01-09,annual,100.0,12,False
193,1,2025-01-09,monthly,120.0,8,True
194,1,2025-01-09,monthly,75.0,5,True
195,1,2025-01-09,annual,100.0,12,False
196,1,2025-01-09,monthly,60.0,4,True
197,1,2025-01-09,monthly,30.0,2,False
198,1,2025-01-09,monthly,90.0,6,True
199,1,2025-01-09,monthly,45.0,3,False
200,1,2025-01-09,annual,100.0,12,True
201,1,2025-01-09,annual,100.0,12,False
202,1,2025-01-10,annual,100.0,12,False
203,1,2025-01-10,annual,100.0,12,False
204,1,2025-01-10,monthly,135.0,9,False
205,1,2025-01-10,monthly,120.0,8,False
206,1,2025-01-10,annual,100.0,12,False
207,1,2025-01-10,monthly,120.0,8,False
208,1,2025-01-10,annual,100.0,12,True
209,1,2025-01-10,monthly,90.0,6,False
210,1,2025-01-10,monthly,60.0,4,False
211,1,2025-01-10,monthly,120.0,8,False
212,1,2025-01-10,monthly,165.0,11,False
213,1,2025-01-10,monthly,75.0,5,False
214,1,2025-01-10,annual,100.0,12,False
215,1,2025-01-10,monthly,150.0,10,False
216,1,2025-01-10,annual,100.0,12,False
217,1,2025-01-10,monthly,105.0,7,False
218,1,2025-01-10,monthly,120.0,8,False
219,1,2025-01-10,monthly,135.0,9,False
220,1,2025-01-10,monthly,135.0,9,True
221,1,2025-01-10,monthly,75.0,5,False
222,1,2025-01-10,monthly,120.0,8,False
223,1,2025-01-10,monthly,120.0,8,False
224,1,2025-01-10,monthly,15.0,1,False
225,1,2025-01-10,monthly,75.0,5,False
226,1,2025-01-10,monthly,135.0,9,False
227,1,2025-01-10,annual,100.0,12,False
228,1,2025-01-10,monthly,15.0,1,False
229,1,2025-01-10,monthly,45.0,3,True
230,1,2025-01-10,monthly,120.0,8,False
231,1,2025-01-10,monthly,105.0,7,False
232,1,2025-01-10,monthly,30.0,2,False
233,1,2025-01-10,monthly,60.0,4,True
234,1,2025-01-10,monthly,90.0,6,True
235,1,2025-01-10,monthly,150.0,10,False
236,1,2025-01-10,annual,100.0,12,False
237,1,2025-01-10,monthly,45.0,3,False
238,1,2025-01-10,monthly,135.0,9,False
239,1,2025-01-10,annual,100.0,12,False
240,1,2025-01-10,monthly,75.0,5,False
241,1,2025-01-10,monthly,90.0,6,False
242,1,2025-01-10,monthly,60.0,4,False
243,1,2025-01-10,monthly,150.0,10,False
244,1,2025-01-10,monthly,90.0,6,False
245,1,2025-01-10,annual,100.0,12,True
246,1,2025-01-10,annual,100.0,12,False
247,1,2025-01-10,monthly,15.0,1,True
248,1,2025-01-10,monthly,90.0,6,False
249,1,2025-01-10,monthly,75.0,5,False
250,1,2025-01-10,monthly,135.0,9,False
251,1,2025-01-10,annual,100.0,12,False
252,1,2025-01-10,monthly,120.0,8,False
253,1,2025-01-10,annual,100.0,12,True
254,1,2025-01-10,monthly,105.0,7,False
255,1,2025-01-10,monthly,45.0,3,False
256,1,2025-01-10,annual,100.0,12,False
257,1,2025-01-10,monthly,75.0,5,False
258,1,2025-01-10,monthly,75.0,5,False
259,1,2025-01-11,monthly,60.0,4,False
260,1,2025-01-11,monthly,30.0,2,True
261,1,2025-01-11,annual,100.0,12,False
262,1,2025-01-11,monthly,165.0,11,False
263,1,2025-01-11,annual,100.0,12,False
264,1,2025-01-11,monthly,90.0,6,False
265,1,2025-01-11,monthly,30.0,2,False
266,1,2025-01-11,annual,100.0,12,False
267,1,2025-01-11,annual,100.0,12,True
268,1,2025-01-11,annual,100.0,12,False
269,1,2025-01-11,monthly,120.0,8,True
270,1,2025-01-11,annual,100.0,12,True
271,1,2025-01-11,annual,100.0,12,True
272,1,2025-01-12,annual,100.0,12,False
273,1,2025-01-12,monthly,75.0,5,False
274,1,2025-01-12,monthly,90.0,6,True
275,1,2025-01-12,monthly,60.0,4,False
276,1,2025-01-12,monthly,60.0,4,False
277,1,2025-01-12,monthly,135.0,9,True
278,1,2025-01-12,annual,100.0,12,False
279,1,2025-01-12,monthly,15.0,1,False
280,1,2025-01-12,annual,100.0,12,False
281,1,2025-01-12,monthly,90.0,6,False
282,1,2025-01-12,annual,100.0,12,False
283,1,2025-01-12,annual,100.0,12,False
284,1,2025-01-12,monthly,15.0,1,False
285,1,2025-01-13,monthly,45.0,3,False
286,1,2025-01-13,monthly,120.0,8,False
287,1,2025-01-13,monthly,60.0,4,True
288,1,2025-01-13,monthly,60.0,4,False
289,1,2025-01-13,annual,100.0,12,True
290,1,2025-01-13,monthly,60.0,4,False
291,1,2025-01-13,monthly,135.0,9,False
292,1,2025-01-13,annual,100.0,12,False
293,1,2025-01-13,monthly,15.0,1,False
294,1,2025-01-13,monthly,75.0,5,False
295,1,2025-01-13,annual,100.0,12,False
296,1,2025-01-13,monthly,60.0,4,False
297,1,2025-01-14,monthly,135.0,9,False
298,1,2025-01-14,monthly,45.0,3,False
299,1,2025-01-14,monthly,15.0,1,True
300,1,2025-01-14,annual,100.0,12,True
301,1,2025-01-14,annual,100.0,12,False
302,1,2025-01-14,monthly,120.0,8,False
303,1,2025-01-14,monthly,15.0,1,False
304,1,2025-01-14,annual,100.0,12,True
305,1,2025-01-14,monthly,30.0,2,False
306,1,2025-01-14,annual,100.0,12,False
307,1,2025-01-14,monthly,15.0,1,False
308,1,2025-01-14,monthly,120.0,8,False
309,1,2025-01-14,annual,100.0,12,False
310,1,2025-01-14,monthly,75.0,5,False
311,1,2025-01-14,annual,100.0,12,False
312,1,2025-01-14,annual,100.0,12,False
313,1,2025-01-14,monthly,15.0,1,True
314,1,2025-01-14,annual,100.0,12,True
315,1,2025-01-14,annual,100.0,12,False
316,1,2025-01-14,annual,100.0,12,False
317,1,2025-01-14,monthly,90.0,6,False
318,1,2025-01-14,monthly,150.0,10,False
319,1,2025-01-14,annual,100.0,12,False
320,1,2025-01-14,annual,100.0,12,False
321,1,2025-01-15,monthly,150.0,10,False
322,1,2025-01-15,annual,100.0,12,True
323,1,2025-01-15,monthly,120.0,8,False
324,1,2025-01-15,annual,100.0,12,False
325,1,2025-01-15,annual,100.0,12,True
326,1,2025-01-15,monthly,45.0,3,False
327,1,2025-01-15,monthly,150.0,10,False
328,1,2025-01-15,annual,100.0,12,False
329,1,2025-01-15,monthly,135.0,9,True
330,1,2025-01-15,annual,100.0,12,False
331,1,2025-01-15,monthly,90.0,6,False
332,1,2025-01-15,annual,100.0,12,False
333,1,2025-01-15,monthly,135.0,9,False
334,1,2025-01-15,annual,100.0,12,True
335,1,2025-01-15,monthly,135.0,9,True
336,1,2025-01-15,monthly,30.0,2,False
337,1,2025-01-15,annual,100.0,12,False
338,1,2025-01-15,annual,100.0,12,True
339,1,2025-01-15,monthly,120.0,8,False
340,1,2025-01-15,monthly,60.0,4,False
341,1,2025-01-15,annual,100.0,12,False
342,1,2025-01-15,monthly,60.0,4,False
343,1,2025-01-15,monthly,150.0,10,True
344,1,2025-01-15,annual,100.0,12,False
345,1,2025-01-15,monthly,30.0,2,True
346,1,2025-01-15,monthly,150.0,10,True
347,1,2025-01-15,monthly,60.0,4,False
348,1,2025-01-15,monthly,150.0,10,True
349,1,2025-01-15,monthly,105.0,7,True
350,1,2025-01-15,monthly,45.0,3,True
351,1,2025-01-15,annual,100.0,12,True
352,1,2025-01-15,monthly,90.0,6,False
353,1,2025-01-15,monthly,45.0,3,False
354,1,2025-01-15,annual,100.0,12,False
355,1,2025-01-16,monthly,15.0,1,False
356,1,2025-01-16,monthly,150.0,10,True
357,1,2025-01-16,monthly,45.0,3,False
358,1,2025-01-16,annual,100.0,12,True
359,1,2025-01-16,annual,100.0,12,False
360,1,2025-01-16,monthly,165.0,11,False
361,1,2025-01-17,monthly,165.0,11,False
362,1,2025-01-17,annual,100.0,12,False
363,1,2025-01-17,annual,100.0,12,False
364,1,2025-01-17,monthly,45.0,3,False
365,1,2025-01-17,monthly,150.0,10,False
366,1,2025-01-17,annual,100.0,12,False
367,1,2025-01-17,annual,100.0,12,False
368,1,2025-01-17,annual,100.0,12,False
369,1,2025-01-17,monthly,150.0,10,False
370,1,2025-01-17,monthly,150.0,10,False
371,1,2025-01-17,annual,100.0,12,False
372,1,2025-01-17,monthly,75.0,5,False
373,1,2025-01-17,monthly,120.0,8,False
374,1,2025-01-17,annual,100.0,12,True
375,1,2025-01-17,monthly,105.0,7,False
376,1,2025-01-17,monthly,15.0,1,True
377,1,2025-01-17,monthly,135.0,9,False
378,1,2025-01-17,monthly,90.0,6,False
379,1,2025-01-18,annual,100.0,12,False
380,1,2025-01-18,monthly,105.0,7,False
381,1,2025-01-18,monthly,105.0,7,False
382,1,2025-01-18,annual,100.0,12,False
383,1,2025-01-18,monthly,15.0,1,False
384,1,2025-01-18,monthly,30.0,2,False
385,1,2025-01-18,annual,100.0,12,False
386,1,2025-01-18,annual,100.0,12,False
387,1,2025-01-18,monthly,90.0,6,True
388,1,2025-01-18,monthly,120.0,8,True
389,1,2025-01-18,monthly,135.0,9,False
390,1,2025-01-18,annual,100.0,12,True
391,1,2025-01-18,monthly,15.0,1,False
392,1,2025-01-18,annual,100.0,12,False
393,1,2025-01-18,annual,100.0,12,True
394,1,2025-01-18,monthly,105.0,7,True
395,1,2025-01-18,monthly,105.0,7,False
396,1,2025-01-18,annual,100.0,12,False
397,1,2025-01-18,monthly,45.0,3,True
398,1,2025-01-18,monthly,30.0,2,True
399,1,2025-01-18,monthly,90.0,6,True
400,1,2025-01-18,monthly,30.0,2,True
401,1,2025-01-18,monthly,105.0,7,False
402,1,2025-01-18,annual,100.0,12,False
403,1,2025-01-18,monthly,105.0,7,False
404,1,2025-01-18,monthly,30.0,2,False
405,1,2025-01-18,monthly,165.0,11,False
406,1,2025-01-18,annual,100.0,12,True
407,1,2025-01-19,monthly,45.0,3,True
408,1,2025-01-19,annual,100.0,12,False
409,1,2025-01-19,monthly,120.0,8,True
410,1,2025-01-19,annual,100.0,12,True
411,1,2025-01-19,monthly,30.0,2,False
412,1,2025-01-19,annual,100.0,12,False
413,1,2025-01-19,monthly,150.0,10,True
414,1,2025-01-19,monthly,30.0,2,True
415,1,2025-01-19,monthly,75.0,5,False
416,1,2025-01-19,annual,100.0,12,True
417,1,2025-01-19,monthly,45.0,3,False
418,1,2025-01-19,monthly,135.0,9,False
419,1,2025-01-19,annual,100.0,12,False
420,1,2025-01-19,annual,100.0,12,False
421,1,2025-01-19,annual,100.0,12,False
422,1,2025-01-19,monthly,150.0,10,False
423,1,2025-01-19,annual,100.0,12,True
424,1,2025-01-19,annual,100.0,12,True
425,1,2025-01-19,monthly,105.0,7,True
426,1,2025-01-19,monthly,105.0,7,True
427,1,2025-01-19,monthly,120.0,8,False
428,1,2025-01-19,monthly,150.0,10,False
429,1,2025-01-19,annual,100.0,12,False
430,1,2025-01-20,monthly,75.0,5,False
431,1,2025-01-20,monthly,105.0,7,True
432,1,2025-01-20,monthly,165.0,11,False
433,1,2025-01-20,monthly,135.0,9,True
434,1,2025-01-20,monthly,120.0,8,False
435,1,2025-01-20,monthly,60.0,4,False
436,1,2025-01-20,annual,100.0,12,True
437,1,2025-01-20,monthly,30.0,2,False
438,1,2025-01-20,monthly,75.0,5,False
439,1,2025-01-20,monthly,75.0,5,True
440,1,2025-01-20,annual,100.0,12,True
441,1,2025-01-20,annual,100.0,12,True
442,1,2025-01-20,monthly,105.0,7,False
443,1,2025-01-20,monthly,75.0,5,False
444,1,2025-01-20,monthly,15.0,1,False
445,1,2025-01-20,monthly,135.0,9,False
446,1,2025-01-20,annual,100.0,12,True
447,1,2025-01-20,monthly,105.0,7,False
448,1,2025-01-20,annual,100.0,12,False
449,1,2025-01-21,annual,100.0,12,True
450,1,2025-01-21,monthly,135.0,9,False
451,1,2025-01-21,monthly,150.0,10,False
452,1,2025-01-21,monthly,150.0,10,False
453,1,2025-01-21,monthly,45.0,3,False
454,1,2025-01-21,monthly,45.0,3,True
455,1,2025-01-21,monthly,120.0,8,False
456,1,2025-01-21,monthly,105.0,7,False
457,1,2025-01-21,annual,100.0,12,False
458,1,2025-01-21,monthly,60.0,4,False
459,1,2025-01-21,annual,100.0,12,False
460,1,2025-01-21,monthly,90.0,6,True
461,1,2025-01-21,annual,100.0,12,True
462,1,2025-01-21,monthly,60.0,4,False
463,1,2025-01-21,monthly,15.0,1,False
464,1,2025-01-21,monthly,15.0,1,False
465,1,2025-01-21,annual,100.0,12,True
466,1,2025-01-21,annual,100.0,12,False
467,1,2025-01-21,monthly,150.0,10,False
468,1,2025-01-21,monthly,15.0,1,False
469,1,2025-01-21,annual,100.0,12,False
470,1,2025-01-21,annual,100.0,12,True
471,1,2025-01-22,monthly,135.0,9,False
472,1,2025-01-22,monthly,30.0,2,False
473,1,2025-01-22,annual,100.0,12,True
474,1,2025-01-22,annual,100.0,12,False
475,1,2025-01-22,monthly,165.0,11,True
476,1,2025-01-22,monthly,75.0,5,False
477,1,2025-01-22,monthly,105.0,7,True
478,1,2025-01-22,annual,100.0,12,False
479,1,2025-01-22,monthly,15.0,1,True
480,1,2025-01-22,annual,100.0,12,True
481,1,2025-01-22,monthly,150.0,10,False
482,1,2025-01-22,monthly,30.0,2,False
483,1,2025-01-22,monthly,30.0,2,False
484,1,2025-01-22,monthly,165.0,11,True
485,1,2025-01-22,monthly,120.0,8,False
486,1,2025-01-23,monthly,150.0,10,False
487,1,2025-01-23,monthly,30.0,2,False
488,1,2025-01-23,monthly,105.0,7,False
489,1,2025-01-23,annual,100.0,12,False
490,1,2025-01-23,monthly,120.0,8,False
491,1,2025-01-23,monthly,60.0,4,False
492,1,2025-01-23,annual,100.0,12,False
493,1,2025-01-23,monthly,165.0,11,True
494,1,2025-01-23,monthly,150.0,10,False
495,1,2025-01-23,annual,100.0,12,False
496,1,2025-01-23,monthly,30.0,2,False
497,1,2025-01-23,monthly,120.0,8,True
498,1,2025-01-23,monthly,45.0,3,False
499,1,2025-01-23,monthly,60.0,4,False
500,1,2025-01-23,annual,100.0,12,False
501,1,2025-01-23,monthly,150.0,10,True
502,1,2025-01-23,annual,100.0,12,False
503,1,2025-01-23,annual,100.0,12,False
504,1,2025-01-23,monthly,60.0,4,True
505,1,2025-01-23,annual,100.0,12,False
506,1,2025-01-23,annual,100.0,12,False
507,1,2025-01-23,annual,100.0,12,False
508,1,2025-01-24,annual,100.0,12,False
509,1,2025-01-24,annual,100.0,12,False
510,1,2025-01-24,monthly,120.0,8,False
511,1,2025-01-24,monthly,30.0,2,True
512,1,2025-01-24,annual,100.0,12,False
513,1,2025-01-24,monthly,105.0,7,True
514,1,2025-01-24,monthly,45.0,3,False
515,1,2025-01-24,annual,100.0,12,False
516,1,2025-01-24,annual,100.0,12,True
517,1,2025-01-24,monthly,120.0,8,False
518,1,2025-01-24,annual,100.0,12,True
519,1,2025-01-24,monthly,120.0,8,True
520,1,2025-01-24,monthly,30.0,2,True
521,1,2025-01-24,monthly,75.0,5,False
522,1,2025-01-24,monthly,120.0,8,True
523,1,2025-01-24,monthly,165.0,11,False
524,1,2025-01-24,annual,100.0,12,False
525,1,2025-01-24,monthly,30.0,2,True
526,1,2025-01-24,annual,100.0,12,False
527,1,2025-01-24,annual,100.0,12,False
528,1,2025-01-24,monthly,90.0,6,False
529,1,2025-01-24,annual,100.0,12,True
530,1,2025-01-24,monthly,135.0,9,True
531,1,2025-01-24,annual,100.0,12,False
532,1,2025-01-24,monthly,60.0,4,False
533,1,2025-01-24,monthly,120.0,8,True
534,1,2025-01-24,monthly,165.0,11,False
535,1,2025-01-24,monthly,120.0,8,False
536,1,2025-01-24,monthly,150.0,10,True
537,1,2025-01-24,annual,100.0,12,True
538,1,2025-01-24,monthly,45.0,3,True
539,1,2025-01-24,annual,100.0,12,False
540,1,2025-01-24,monthly,45.0,3,False
541,1,2025-01-24,annual,100.0,12,True
542,1,2025-01-25,annual,100.0,12,False
543,1,2025-01-25,monthly,75.0,5,False
544,1,2025-01-25,annual,100.0,12,False
545,1,2025-01-25,annual,100.0,12,False
546,1,2025-01-25,annual,100.0,12,False
547,1,2025-01-25,monthly,15.0,1,False
548,1,2025-01-25,annual,100.0,12,True
549,1,2025-01-25,monthly,120.0,8,True
550,1,2025-01-25,monthly,45.0,3,False
551,1,2025-01-25,monthly,60.0,4,True
552,1,2025-01-25,annual,100.0,12,True
553,1,2025-01-25,annual,100.0,12,False
554,1,2025-01-25,annual,100.0,12,False
555,1,2025-01-25,annual,100.0,12,False
556,1,2025-01-25,monthly,15.0,1,True
557,1,2025-01-25,monthly,90.0,6,False
558,1,2025-01-25,monthly,90.0,6,False
559,1,2025-01-25,monthly,45.0,3,False
560,1,2025-01-25,monthly,75.0,5,True
561,1,2025-01-25,annual,100.0,12,True
562,1,2025-01-25,annual,100.0,12,False
563,1,2025-01-25,annual,100.0,12,False
564,1,2025-01-25,annual,100.0,12,False
565,1,2025-01-25,monthly,75.0,5,True
566,1,2025-01-25,monthly,105.0,7,False
567,1,2025-01-25,monthly,120.0,8,False
568,1,2025-01-25,monthly,15.0,1,True
569,1,2025-01-25,annual,100.0,12,False
570,1,2025-01-25,monthly,30.0,2,True
571,1,2025-01-25,monthly,135.0,9,False
572,1,2025-01-25,annual,100.0,12,False
573,1,2025-01-26,annual,100.0,12,False
574,1,2025-01-26,monthly,45.0,3,False
575,1,2025-01-26,annual,100.0,12,True
576,1,2025-01-26,annual,100.0,12,False
577,1,2025-01-26,monthly,60.0,4,True
578,1,2025-01-26,monthly,60.0,4,False
579,1,2025-01-26,monthly,150.0,10,False
580,1,2025-01-26,monthly,105.0,7,False
581,1,2025-01-26,annual,100.0,12,True
582,1,2025-01-26,annual,100.0,12,False
583,1,2025-01-26,annual,100.0,12,False
584,1,2025-01-26,monthly,165.0,11,True
585,1,2025-01-26,annual,100.0,12,False
586,1,2025-01-26,monthly,90.0,6,False
587,1,2025-01-26,monthly,90.0,6,False
588,1,2025-01-26,annual,100.0,12,False
589,1,2025-01-26,monthly,120.0,8,False
590,1,2025-01-26,annual,100.0,12,False
591,1,2025-01-26,annual,100.0,12,True
592,1,2025-01-26,annual,100.0,12,False
593,1,2025-01-26,monthly,45.0,3,True
594,1,2025-01-26,monthly,30.0,2,False
595,1,2025-01-26,annual,100.0,12,False
596,1,2025-01-27,monthly,15.0,1,False
597,1,2025-01-27,monthly,15.0,1,False
598,1,2025-01-27,monthly,105.0,7,False
599,1,2025-01-27,annual,100.0,12,False
600,1,2025-01-27,annual,100.0,12,False
601,1,2025-01-27,monthly,135.0,9,False
602,1,2025-01-27,monthly,120.0,8,False
603,1,2025-01-27,annual,100.0,12,False
604,1,2025-01-27,monthly,30.0,2,False
605,1,2025-01-27,monthly,60.0,4,True
606,1,2025-01-27,monthly,135.0,9,False
607,1,2025-01-27,monthly,15.0,1,False
608,1,2025-01-27,monthly,15.0,1,True
609,1,2025-01-27,annual,100.0,12,True
610,1,2025-01-28,monthly,90.0,6,False
611,1,2025-01-28,monthly,60.0,4,False
612,1,2025-01-28,monthly,90.0,6,True
613,1,2025-01-28,annual,100.0,12,False
614,1,2025-01-28,annual,100.0,12,True
615,1,2025-01-28,monthly,30.0,2,False
616,1,2025-01-28,monthly,90.0,6,True
