campaign_id,date,impressions,clicks,conversions,spend
2,2025-03-03,36015,796,28,2228.5403921011302
2,2025-03-04,19506,390,14,2105.6005028826353
2,2025-03-05,24219,269,5,2192.1506420448395
2,2025-03-06,19628,515,15,2135.9893217022977
2,2025-03-07,16025,450,21,1994.02767488691
2,2025-03-08,22445,592,9,2055.2775169354236
2,2025-03-09,16402,256,10,1911.7022838447267
2,2025-03-10,19722,212,9,1899.5851749550015
2,2025-03-11,39816,833,11,2072.260107450588
2,2025-03-12,46558,1351,14,2061.070406731615
2,2025-03-13,34115,394,12,1872.060595806187
2,2025-03-14,43259,844,42,1926.2483885977504
2,2025-03-15,42355,443,11,1857.5807142023145
2,2025-03-16,39353,395,12,2027.9921104513542
2,2025-03-17,48745,468,21,1932.4817515980537
2,2025-03-18,18949,170,5,1886.570346717777
2,2025-03-19,40209,607,15,2012.5923787101924
2,2025-03-20,15863,438,7,2023.2917740011912
2,2025-03-21,42026,449,5,2050.9400303771354
2,2025-03-22,37539,418,5,1876.297052887795
2,2025-03-23,17861,511,6,1964.0981845832282
2,2025-03-24,34022,757,16,2054.5708758536075
2,2025-03-25,42484,970,10,2172.4474263161665
2,2025-03-26,13160,118,2,2065.9698689737666
2,2025-03-27,18237,299,6,1932.369764466203
2,2025-03-28,12372,325,4,1865.5131815658867
2,2025-03-29,21245,445,13,2009.0679440289528
2,2025-03-30,22601,489,23,2059.8969012978146
2,2025-03-31,46398,373,16,1975.3691613554604
2,2025-04-01,26044,556,23,2069.1776444952343
2,2025-04-02,38801,328,8,2117.2718229532943
2,2025-04-03,38340,805,14,1920.14979203682
2,2025-04-04,36754,657,15,2018.3670256896537
2,2025-04-05,25235,723,20,1947.4760169424262
2,2025-04-06,48682,1115,19,2103.704991049789
2,2025-04-07,24390,547,14,2095.9870213548893
2,2025-04-08,32463,354,8,2158.1238984807887
2,2025-04-09,36614,832,28,1844.760903928189
2,2025-04-10,31747,856,29,1860.9070515109024
2,2025-04-11,48566,1267,23,1956.4775697968178
2,2025-04-12,27521,681,17,2184.918772173515
2,2025-04-13,16035,158,4,2203.642201709664
2,2025-04-14,48268,1367,29,2033.285334409621
2,2025-04-15,32053,342,7,2084.4886446806727
3,2025-03-01,28843,836,37,1382.7528572696613
3,2025-03-02,19130,529,10,1327.801177261174
3,2025-03-03,23143,319,4,1307.6562562199915
3,2025-03-04,28397,811,26,1378.3964051886348
3,2025-03-05,16915,168,5,1467.4871941408928
3,2025-03-06,25304,687,11,1446.0225567736
3,2025-03-07,22169,459,19,1409.6804347683951
3,2025-03-08,16651,268,8,1291.1826483907341
3,2025-03-09,49786,869,30,1295.6853265815748
3,2025-03-10,41875,834,29,1379.7432004773118
3,2025-03-11,36708,702,31,1300.1786157744036
3,2025-03-12,35517,688,32,1468.7386441429248
3,2025-03-13,44316,726,28,1400.4852034012497
3,2025-03-14,46339,1123,21,1352.9092705385833
3,2025-03-15,23424,368,9,1482.4884682368322
3,2025-03-16,35532,546,25,1491.490355907349
3,2025-03-17,14770,386,15,1354.4684684418382
3,2025-03-18,40219,634,18,1427.068044010888
3,2025-03-19,23973,509,23,1477.7770463541972
3,2025-03-20,41985,938,44,1255.9390986097724
3,2025-03-21,30107,256,12,1476.6326548426248
3,2025-03-22,20458,383,14,1489.2518818242104
3,2025-03-23,46386,1391,46,1458.5394173251261
3,2025-03-24,11717,207,2,1239.764211025843
3,2025-03-25,22778,627,18,1284.5135311797294
3,2025-03-26,47112,637,15,1487.3087808841374
3,2025-03-27,43867,400,18,1315.784720288822
3,2025-03-28,25189,365,11,1302.8252028520624
3,2025-03-29,18719,251,5,1387.2891032547989
3,2025-03-30,39064,942,32,1240.7580388615256
3,2025-03-31,28194,665,21,1355.0315444969267
3,2025-04-01,10508,145,6,1312.6339344498354
3,2025-04-02,22307,420,20,1484.5662977383217
3,2025-04-03,15975,150,7,1329.4769392752812
3,2025-04-04,39908,682,33,1279.9390729289737
3,2025-04-05,41707,573,14,1464.6829742445188
3,2025-04-06,44333,814,16,1504.2920396725888
3,2025-04-07,28036,761,33,1248.7713687748933
3,2025-04-08,41499,933,46,1458.166884294588
3,2025-04-09,36257,992,36,1479.743309368864
3,2025-04-10,43460,536,24,1495.6281112669874
3,2025-04-11,27469,817,31,1301.8925401497875
3,2025-04-12,31135,715,19,1328.810751144705
3,2025-04-13,42307,1195,41,1292.1459316017904
3,2025-04-14,18449,472,9,1397.5936144707196
3,2025-04-15,22021,267,4,1318.1814540280334
3,2025-04-16,48873,1343,54,1294.5193959039277
3,2025-04-17,38935,1097,41,1307.0132298708809
3,2025-04-18,34555,880,15,1428.5514281173982
3,2025-04-19,17758,168,4,1375.593150104076
3,2025-04-20,15929,172,4,1454.4741117430412
3,2025-04-21,25892,412,4,1424.8442968715792
3,2025-04-22,32370,564,8,1347.5463564155134
3,2025-04-23,38917,982,36,1353.5313070053762
3,2025-04-24,30990,737,27,1372.1250771608
3,2025-04-25,10256,140,2,1479.588195275395
3,2025-04-26,10308,161,4,1424.7197453145773
3,2025-04-27,35087,829,21,1283.001950056382
3,2025-04-28,32641,650,13,1489.460538849375
3,2025-04-29,25577,541,15,1408.888497092844
3,2025-04-30,41667,947,45,1380.9843672903094
3,2025-05-01,17482,365,17,1264.961025980348
3,2025-05-02,33156,311,9,1333.9225574085808
3,2025-05-03,48666,587,6,1358.1462917811803
3,2025-05-04,15949,379,8,1452.6793810336
3,2025-05-05,24535,546,15,1436.3528609168955
3,2025-05-06,37500,776,20,1462.5033102982018
3,2025-05-07,24826,542,15,1407.394813254676
3,2025-05-08,46260,540,6,1382.6282845872151
3,2025-05-09,10010,149,1,1275.2421269876313
3,2025-05-10,18381,305,5,1375.1890824643503
3,2025-05-11,43231,396,4,1332.4525142846467
3,2025-05-12,31112,476,11,1255.038314979041
3,2025-05-13,41041,943,18,1388.2585460601101
3,2025-05-14,36899,490,16,1444.6879374736045
3,2025-05-15,14841,394,12,1374.2125772030583
3,2025-05-16,47286,1107,25,1329.8551369120066
3,2025-05-17,44011,415,6,1240.7374496610153
3,2025-05-18,13941,346,14,1264.4294249955242
3,2025-05-19,28918,555,18,1335.7511922528836
3,2025-05-20,12232,336,11,1292.5388536059631
3,2025-05-21,49513,403,17,1365.0608280159156
3,2025-05-22,42128,1162,49,1478.825843346561
3,2025-05-23,45617,1130,41,1500.5379742714745
3,2025-05-24,43554,895,32,1392.142455041538
3,2025-05-25,36925,993,45,1418.1037813262649
3,2025-05-26,39761,431,6,1440.7033264070021
3,2025-05-27,47771,806,36,1459.0379156713639
3,2025-05-28,14839,150,5,1363.4282908467858
3,2025-05-29,11304,264,4,1483.755879595852
3,2025-05-30,38638,336,13,1304.386481144078
3,2025-05-31,33342,319,5,1400.0727771434993
3,2025-06-01,32244,853,38,1408.5359022392674
4,2025-05-01,45443,952,16,1357.462314510782
4,2025-05-02,25133,568,13,1263.920198549143
4,2025-05-03,25303,716,28,1247.5879968514066
4,2025-05-04,29945,279,9,1393.1726514593224
4,2025-05-05,43653,972,25,1258.5924893454928
4,2025-05-06,13029,186,3,1405.4234403792689
4,2025-05-07,45322,831,24,1457.4370707443254
4,2025-05-08,11297,252,10,1292.9077464534078
4,2025-05-09,14854,206,8,1400.8635771727463
4,2025-05-10,19792,193,2,1421.8397314796694
4,2025-05-11,43283,652,20,1473.287141493795
4,2025-05-12,28340,299,13,1303.7461147757451
4,2025-05-13,27077,222,6,1278.3262080083337
4,2025-05-14,39504,1002,41,1250.2031987099012
4,2025-05-15,38079,961,35,1381.0774305421571
4,2025-05-16,49375,694,25,1217.501939485956
4,2025-05-17,49980,577,27,1370.49248322458
4,2025-05-18,30245,249,10,1254.6854466157965
4,2025-05-19,29540,399,9,1408.503214297092
4,2025-05-20,48836,768,13,1304.850698923763
4,2025-05-21,28605,234,10,1373.9431127273047
4,2025-05-22,42757,526,21,1476.779462156168
4,2025-05-23,14563,214,8,1427.8918385270265
4,2025-05-24,10805,217,6,1315.6563796694772
4,2025-05-25,12633,341,14,1413.6826451369882
4,2025-05-26,43232,687,8,1256.844626983258
4,2025-05-27,42036,1124,50,1404.6410818527627
4,2025-05-28,31444,699,27,1464.0393842080825
4,2025-05-29,32382,532,17,1250.7242561343223
4,2025-05-30,21571,593,7,1370.1128673654641
4,2025-05-31,42438,1016,39,1320.842660432196
4,2025-06-01,19500,347,14,1341.5357087181126
4,2025-06-02,36436,437,11,1476.0554333549514
4,2025-06-03,38698,311,13,1321.2758472073976
4,2025-06-04,15744,370,16,1275.567908464381
4,2025-06-05,29788,476,18,1454.5577706839413
4,2025-06-06,24898,642,13,1340.3903251307993
4,2025-06-07,38978,1151,51,1282.0763587562167
4,2025-06-08,49242,452,7,1289.0174013649546
4,2025-06-09,34920,721,16,1360.4525399563215
4,2025-06-10,11411,219,10,1225.4819641174097
4,2025-06-11,28668,412,9,1330.9547429645481
4,2025-06-12,34065,405,11,1435.8438474829472
4,2025-06-13,11940,123,4,1323.6712351144233
4,2025-06-14,37883,718,11,1235.3038429942153
4,2025-06-15,20928,276,5,1284.1990287725466
4,2025-06-16,48540,1165,20,1463.259063729807
4,2025-06-17,38052,712,32,1286.8950560751234
4,2025-06-18,10172,141,3,1331.6504465482735
4,2025-06-19,28236,774,29,1436.5800866334132
4,2025-06-20,35081,962,22,1390.749421669306
4,2025-06-21,17394,392,11,1462.756118926259
4,2025-06-22,48420,801,31,1284.0879381286097
4,2025-06-23,42015,771,27,1324.000528127129
4,2025-06-24,35207,816,36,1403.9963679755456
4,2025-06-25,46709,945,12,1480.484089243366
4,2025-06-26,28379,741,36,1251.2897767039142
4,2025-06-27,31947,479,11,1220.2309996528606
4,2025-06-28,13301,202,7,1389.8122679725805
4,2025-06-29,29677,287,9,1250.5879337644396
4,2025-06-30,10383,287,7,1398.642260126372
5,2025-06-30,27574,448,4,1896.8230518051596
5,2025-07-01,42039,597,26,2010.9933868321884
5,2025-07-02,14823,408,6,1819.4524758618904
5,2025-07-03,32757,648,27,1998.4288146882482
5,2025-07-04,34968,968,25,1786.207063504857
5,2025-07-05,46665,907,35,1777.6902134058687
5,2025-07-06,49586,775,16,1987.9104957894924
5,2025-07-07,29208,849,22,2016.7819550022784
5,2025-07-08,14112,420,8,2009.9815085591804
5,2025-07-09,10713,91,2,1668.5670431492363
5,2025-07-10,19505,576,18,1879.6695946230336
5,2025-07-11,43976,657,11,1770.3940749184096
5,2025-07-12,47957,553,10,2004.848356747138
5,2025-07-13,17720,468,13,1908.7748867094244
5,2025-07-14,22697,581,21,2021.6121330889862
5,2025-07-15,20201,451,21,1688.0965529681266
5,2025-07-16,22275,402,19,1896.1530981973508
5,2025-07-17,15757,243,9,1946.4922378311464
5,2025-07-18,42666,656,22,1714.9208946865851
5,2025-07-19,46759,887,41,1753.6956609047513
5,2025-07-20,13249,219,2,1685.761115610248
5,2025-07-21,42293,817,31,2013.8298981087994
5,2025-07-22,10574,90,2,1715.7637751357167
5,2025-07-23,40860,923,36,1691.3030469229375
5,2025-07-24,24796,377,16,1880.9510711438652
5,2025-07-25,16105,258,12,2001.0695789948652
5,2025-07-26,42118,894,10,1830.392435573217
5,2025-07-27,41296,1179,34,2021.610826095313
5,2025-07-28,43877,664,18,1757.5186440703235
5,2025-07-29,28118,757,18,1793.439383711876
5,2025-07-30,28492,538,20,1766.3193880674705
5,2025-07-31,29002,508,17,2023.8123063925377
5,2025-08-01,39356,704,33,2025.5839555863831
5,2025-08-02,12360,218,3,1954.2845143259422
5,2025-08-03,17235,183,3,1660.0133060301612
5,2025-08-04,23689,462,9,1750.1426064966263
5,2025-08-05,38045,948,20,1953.4408504690734
5,2025-08-06,16434,385,5,1776.7412264980069
5,2025-08-07,41007,972,43,1796.8620499251092
5,2025-08-08,47942,1055,31,1724.3648521703678
5,2025-08-09,14407,130,4,2019.9033525157317
5,2025-08-10,27589,469,17,2010.5516537582464
5,2025-08-11,14005,236,3,1694.7089310525234
5,2025-08-12,38368,1067,52,1746.4316823084343
5,2025-08-13,32119,430,5,2013.743114882891
5,2025-08-14,26926,784,21,1766.781226249866
5,2025-08-15,39930,898,29,1677.6053281260592
5,2025-08-16,34759,494,20,1966.2778433145666
5,2025-08-17,17806,305,5,1668.1802396413404
5,2025-08-18,34560,487,14,1938.4989940522014
5,2025-08-19,30595,347,7,1687.330018105913
5,2025-08-20,48840,1084,33,1876.3593174081436
5,2025-08-21,39245,722,34,1678.8634319205896
5,2025-08-22,38538,1005,47,2024.4387275840024
5,2025-08-23,26095,644,25,1821.2139043476104
5,2025-08-24,34645,839,39,1797.6048205235422
5,2025-08-25,42306,465,21,1756.2594389107567
5,2025-08-26,43567,939,19,1910.9605348491993
5,2025-08-27,29408,334,9,1813.2850955171325
5,2025-08-28,42442,950,24,1826.9189414134992
5,2025-08-29,46182,1338,51,1952.6202998305675
6,2025-08-29,12178,218,2,1891.684165258454
6,2025-08-30,28587,671,15,1942.859944685679
6,2025-08-31,39776,518,25,1825.0584381224023
6,2025-09-01,43872,734,14,2046.315236367224
6,2025-09-02,34193,884,22,1914.3726929638067
6,2025-09-03,25551,616,30,2140.7573759830316
6,2025-09-04,27512,691,20,2018.0213460470645
6,2025-09-05,18202,228,10,2117.1984434650044
6,2025-09-06,20959,599,28,1972.933057602108
6,2025-09-07,26710,356,16,1844.5453942854278
6,2025-09-08,19554,433,10,2083.1972420388406
6,2025-09-09,34320,1013,27,2162.5574295477118
6,2025-09-10,22403,226,6,1871.1855967945535
6,2025-09-11,33635,849,21,2088.4097759121814
6,2025-09-12,10282,124,3,2054.8252136720102
6,2025-09-13,36531,428,17,2104.269264736392
6,2025-09-14,24458,666,24,2029.3778788066522
6,2025-09-15,43184,423,13,1865.2688858461725
6,2025-09-16,25519,545,13,2049.0215309426176
6,2025-09-17,14515,363,4,2154.2831788699464
6,2025-09-18,23406,554,7,1868.2709796340982
6,2025-09-19,45996,1291,41,2205.3316607297315
6,2025-09-20,26950,421,5,2110.6423335917807
6,2025-09-21,21703,526,16,1834.22510815219
6,2025-09-22,48540,420,5,2063.2739389107733
6,2025-09-23,33735,947,23,2171.4742942619882
6,2025-09-24,15323,292,5,1934.5752903294654
6,2025-09-25,24801,234,3,2122.4785416129052
6,2025-09-26,22479,212,2,1877.6106805723007
6,2025-09-27,13156,134,4,1929.6666622689263
6,2025-09-28,46805,1337,41,1891.8968774144062
6,2025-09-29,28212,711,8,2156.6058174983946
6,2025-09-30,22860,327,5,2076.3840304608248
6,2025-10-01,11769,253,7,2062.863961922052
6,2025-10-02,25646,632,23,2103.4328813951133
6,2025-10-03,48714,526,12,1975.3572913678015
6,2025-10-04,36627,944,23,2169.3202039155944
6,2025-10-05,44354,1006,20,1916.0995602135977
6,2025-10-06,11341,290,14,1965.636184743037
6,2025-10-07,32614,784,23,1894.7163601581526
6,2025-10-08,35555,365,13,1819.355689662865
6,2025-10-09,14353,355,6,2163.99100898216
6,2025-10-10,39634,871,40,2210.766221133912
6,2025-10-11,26945,352,11,1913.957602633347
6,2025-10-12,33087,406,8,1875.73841220818
6,2025-10-13,17261,277,5,2135.902141260667
6,2025-10-14,12525,155,1,1970.1896782988217
6,2025-10-15,19537,277,10,2052.888001379734
6,2025-10-16,24366,572,7,1899.3225967744736
6,2025-10-17,21096,185,4,2060.3142645455823
6,2025-10-18,13792,196,3,2089.6990654186716
6,2025-10-19,15530,141,4,1977.6822777952914
6,2025-10-20,35290,344,13,1960.7623141652912
6,2025-10-21,25903,768,26,1891.4105369336417
6,2025-10-22,27697,482,10,1839.8365753914852
6,2025-10-23,11228,152,6,1913.0036987918004
6,2025-10-24,16388,185,8,1981.6839663080505
6,2025-10-25,47863,822,12,2058.8976746269864
6,2025-10-26,28764,652,19,2094.1937121760293
6,2025-10-27,16263,390,15,1998.0433964224108
6,2025-10-28,25114,278,6,2214.900221354364
7,2025-05-01,41886,661,18,1307.2802374149383
7,2025-05-02,31609,459,6,1429.0549820373294
7,2025-05-03,10034,213,3,1243.3968613707864
7,2025-05-04,37692,489,12,1390.8578300803645
7,2025-05-05,22743,209,8,1380.9876718148093
7,2025-05-06,47335,1397,34,1321.805638263488
7,2025-05-07,47404,882,37,1273.9187369010883
7,2025-05-08,26415,625,25,1397.5672803574453
7,2025-05-09,23394,233,5,1407.2183620662709
7,2025-05-10,42476,1114,43,1388.0823684590312
7,2025-05-11,38679,994,31,1409.4164782304356
7,2025-05-12,15646,390,13,1328.1639125438062
7,2025-05-13,19099,307,3,1477.4902571052196
7,2025-05-14,25652,488,13,1409.8512662255675
7,2025-05-15,40784,432,18,1285.3895826999474
7,2025-05-16,37532,727,32,1271.0004938485854
7,2025-05-17,44770,1016,50,1470.459845305976
7,2025-05-18,41402,383,15,1253.66364667698
7,2025-05-19,26360,430,10,1336.5568427540895
7,2025-05-20,18667,448,20,1275.038303078102
7,2025-05-21,41620,985,23,1310.7635155100895
7,2025-05-22,37168,1000,38,1368.5941009672003
7,2025-05-23,45370,929,41,1442.303989501198
7,2025-05-24,49034,681,33,1356.6659578389708
7,2025-05-25,32841,379,9,1371.305042905245
7,2025-05-26,43064,1050,19,1257.9743699581725
7,2025-05-27,24009,597,15,1234.064065928104
7,2025-05-28,35431,876,13,1247.3498432503413
7,2025-05-29,48235,731,33,1359.3694274701052
7,2025-05-30,18609,168,6,1285.3483652479988
7,2025-05-31,11850,235,3,1454.6362954021763
7,2025-06-01,13520,309,5,1329.3052642510604
7,2025-06-02,13375,122,5,1250.7815482822914
7,2025-06-03,28743,829,11,1318.308853000202
7,2025-06-04,23967,397,16,1444.9969104947
7,2025-06-05,43949,843,14,1255.8594439637047
7,2025-06-06,24462,353,6,1221.4425622534793
7,2025-06-07,11703,310,5,1402.1707340719897
7,2025-06-08,29596,274,6,1248.704466700474
7,2025-06-09,15612,167,5,1337.7158588184845
7,2025-06-10,41289,564,14,1297.4238476997123
7,2025-06-11,15872,268,11,1375.378225363542
7,2025-06-12,35845,382,5,1325.502079480704
7,2025-06-13,12136,104,2,1263.0111112443492
7,2025-06-14,17929,239,7,1426.3623740083349
7,2025-06-15,44718,418,12,1279.6358077970733
7,2025-06-16,29362,528,20,1347.1303115570768
7,2025-06-17,37610,974,28,1445.2353275085934
7,2025-06-18,12917,220,8,1348.9462318865978
7,2025-06-19,25594,322,14,1284.1567312807995
7,2025-06-20,38542,388,7,1487.3131831255891
7,2025-06-21,41272,521,11,1263.5940189782873
7,2025-06-22,11501,266,2,1231.024943958169
7,2025-06-23,29614,453,15,1403.770116984901
7,2025-06-24,38375,548,25,1409.183385787848
7,2025-06-25,49684,1462,37,1390.946859337825
7,2025-06-26,29503,404,18,1316.7497903588633
7,2025-06-27,33655,831,16,1383.4107444838012
7,2025-06-28,37779,893,31,1335.0361169154253
7,2025-06-29,38989,478,22,1371.4428411360502
7,2025-06-30,29130,667,22,1376.0563923147356
8,2025-06-30,10707,185,4,2021.1577732216863
8,2025-07-01,42592,1189,52,1932.2660014251692
8,2025-07-02,10549,248,3,1708.3641607677198
8,2025-07-03,41526,410,15,1882.024416044419
8,2025-07-04,17165,321,15,1980.6238892200486
8,2025-07-05,41936,576,7,1737.795039613309
8,2025-07-06,31412,736,33,1690.7048461713512
8,2025-07-07,38758,856,35,1768.3812825833559
8,2025-07-08,36912,789,21,1912.4895074240394
8,2025-07-09,14916,321,10,1861.556092813181
8,2025-07-10,41301,1128,33,1945.1822610038885
8,2025-07-11,14401,313,15,1977.4408964992474
8,2025-07-12,41479,387,5,1970.3361729759974
8,2025-07-13,43584,736,23,1765.8528248430284
8,2025-07-14,26247,753,31,1970.4975674936659
8,2025-07-15,11604,284,13,1845.8432865459085
8,2025-07-16,21045,239,3,1943.9912528839873
8,2025-07-17,33094,567,7,1661.9758890102116
8,2025-07-18,46043,511,14,1934.7540667252151
8,2025-07-19,32794,813,32,1974.584972871824
8,2025-07-20,20573,489,7,1793.7280189003452
8,2025-07-21,39694,821,24,1991.5338695539417
8,2025-07-22,27770,524,21,1830.223702240169
8,2025-07-23,32190,531,16,1905.8503501755806
8,2025-07-24,10229,275,5,1996.6464646068716
8,2025-07-25,10068,245,3,1967.3676065824448
8,2025-07-26,24152,616,28,1780.6136444558322
8,2025-07-27,26783,431,21,1965.5708371968672
8,2025-07-28,25499,528,5,1941.1530729026
8,2025-07-29,13744,265,12,1691.7213675192972
8,2025-07-30,28028,448,11,1841.387899340758
8,2025-07-31,45291,619,7,1871.8206479758271
8,2025-08-01,27330,657,31,1727.2940718366692
8,2025-08-02,33648,593,7,1896.2164605701994
8,2025-08-03,36068,687,27,1864.1521992863563
8,2025-08-04,43853,1246,37,1850.8741641230724
8,2025-08-05,43957,714,16,1755.1197755674984
8,2025-08-06,41251,844,22,1954.2528539908512
8,2025-08-07,11151,314,15,1842.3549586204547
8,2025-08-08,26251,649,29,1710.640505334446
8,2025-08-09,39523,489,6,1736.547717987941
8,2025-08-10,10193,110,2,1795.8028282190564
8,2025-08-11,38531,1037,37,1771.9778337148362
8,2025-08-12,44027,722,12,1934.4465746689227
8,2025-08-13,15203,235,2,1904.2640362438888
8,2025-08-14,32752,761,11,1746.3127103685092
8,2025-08-15,23172,627,12,1669.327217841586
8,2025-08-16,33866,533,7,1761.9260047310158
8,2025-08-17,19144,222,10,1813.0585633642752
8,2025-08-18,26062,628,12,2015.896235352996
8,2025-08-19,30572,738,32,1899.7862555940355
8,2025-08-20,18158,458,17,1681.7006472643473
8,2025-08-21,25961,546,6,1853.6778875581424
8,2025-08-22,41517,753,26,1826.2102913182882
8,2025-08-23,31425,683,30,1881.810567624666
8,2025-08-24,38136,531,22,1783.5317401134591
8,2025-08-25,29226,440,12,1782.2218281424477
8,2025-08-26,24898,206,4,1890.5477672794211
8,2025-08-27,20412,214,7,1984.0222649311029
8,2025-08-28,19911,460,15,2000.2514042384385
8,2025-08-29,20715,566,16,2025.5190391803744
9,2025-08-29,42869,411,15,1905.0461462335727
9,2025-08-30,39288,987,11,2210.6978957606466
9,2025-08-31,43034,749,21,2137.694535493718
9,2025-09-01,35177,494,6,2051.477196356195
9,2025-09-02,45496,593,15,2134.767700319031
9,2025-09-03,44362,987,19,2083.8835588464926
9,2025-09-04,25614,573,7,2123.734956478502
9,2025-09-05,31654,573,18,2126.2766064548982
9,2025-09-06,38750,547,26,2210.0425088300076
9,2025-09-07,44746,1235,59,2206.9843662429403
9,2025-09-08,47818,1160,41,2156.164850579345
9,2025-09-09,46327,548,21,2206.8397713254853
9,2025-09-10,31780,325,7,1884.979607451276
9,2025-09-11,44709,675,25,2094.0988780946036
9,2025-09-12,20009,502,13,2111.5567761556495
9,2025-09-13,42236,625,19,1963.271630693168
9,2025-09-14,43009,653,19,1837.029756417508
9,2025-09-15,45395,909,29,2185.525891102782
9,2025-09-16,16937,255,7,1950.474749349763
9,2025-09-17,13087,346,10,2130.2679370317173
9,2025-09-18,25596,266,2,1916.4296073684955
9,2025-09-19,47925,483,23,1872.828782408819
9,2025-09-20,10477,287,11,2106.8797054143065
9,2025-09-21,35476,588,24,2214.510896677196
9,2025-09-22,43116,1232,25,1977.9032740732182
9,2025-09-23,39422,1015,20,2037.670563294194
9,2025-09-24,37175,507,12,2175.654329084548
9,2025-09-25,15131,274,13,1894.8437897676097
9,2025-09-26,31902,319,13,1841.9526457910383
9,2025-09-27,46813,1263,42,2071.8578654192734
9,2025-09-28,18510,364,12,2014.5201139694188
9,2025-09-29,16481,345,11,2012.0824369140498
9,2025-09-30,37230,1022,49,1877.2534590402156
9,2025-10-01,22566,578,8,2008.8828986795227
9,2025-10-02,42219,1042,15,1915.7958141367612
9,2025-10-03,35542,325,3,2115.111321223529
9,2025-10-04,24063,410,11,2034.6283655115944
9,2025-10-05,27067,681,7,1968.1782736741663
9,2025-10-06,29892,662,8,1903.7709019626927
9,2025-10-07,41898,904,26,1952.8958426506285
9,2025-10-08,32429,738,12,2183.3258936660936
9,2025-10-09,46178,842,33,1999.340573434287
9,2025-10-10,48908,648,25,1908.1499642156027
9,2025-10-11,22440,319,5,1822.602606639219
9,2025-10-12,49105,1079,31,2067.336732249423
9,2025-10-13,30108,875,37,2046.940654727422
9,2025-10-14,11012,324,10,2057.019886194671
9,2025-10-15,28165,382,7,1817.3127241802595
9,2025-10-16,14920,346,13,2173.83349357811
9,2025-10-17,10670,308,4,2097.9339566437643
9,2025-10-18,22908,553,21,2047.100749833462
9,2025-10-19,22614,537,26,1973.8288895078902
9,2025-10-20,29663,239,8,1863.436312708273
9,2025-10-21,48309,1069,49,1952.4100430352466
9,2025-10-22,16942,359,9,1867.6824266502836
9,2025-10-23,34116,313,10,2189.108841409169
9,2025-10-24,38872,1127,25,2159.079929131204
9,2025-10-25,10311,247,11,1834.4308353317135
